CONFERENCE_EVENT,"Coney Island is calling!
Spend the Summer working at Luna Park in Coney Island!
Come to the Luna Park Job Fair
Friday, February 26th 10am ‰ÛÒ 6pm
B&B Carousell
Located on the Boardwalk between Kensington Walk and the Parachute Jump.
Visit our Employment page for a list of current opportunities:
LunaParkNYC.com/about/employment
*Please note that all candidates must be 18 years of age or older,
and must bring an updated copy of their resume in order to be interviewed.*
For more information, contact us at 718-373-5862 or Info@LunaParkNYC.com",1,CONFERENCE_EVENT

ATM (At The Moment) describes themselves as ‰ÛÏa collective and nomadic monthly event based in Philadelphia that supports electronic and East Coast club music as well as performance art by Black and brown queer and trans artists.‰Ûù DEN$E is a meditation on themes ATM has been developing together as a collective: money (under the guise of financial uncertainty and daydreams), the erotic and hypersexual, selfie culture and shameless vanity, technology and the perils of globalization, and queer utopia.",1,ART_EVENT

NIGHTLIFE,"On the Saturday before Halloween, MoMA PS1 and legendary night life host Susanne Bartsch presents the annual Halloween Ball. This year‰Ûªs timely theme The White House of Horror features live performances, DJs, dancing, and the most artistic costumes in town.

Hosted By: 
Korakrit Arunanondchai, BCALLA, Klaus Biesenbach, Ryan Burke, Maria Cornejo, Eartheater, ECKHAUS LATTA, Peter Eleey, Gazelle, Angela Goding, Dorian Grinspan, Devin Kenny, KENNY KENNY, Kiki Kudo, Scooter LaForge, Rigoberto Lora, Tobias Madison, Ryan McNamara, Raul de Nieves, Glenn O‰ÛªBrien,  Mao Padilha, Roger Padilha, Kembra Pfahler // The Voluptuous Horror of Karen Black,  Eliza Ryan, Sadaf, Jacolby Satterwhite, Jenny Schlenzka, Casey Spooner, Brandon Stosuy, Russell Tovey, Stewart Uoo, Sam Valenti IV, David Velasco and Kristen Joy Watts.

DJ sets by: 
Amber Valentine,Valissa Yoe, W Jeremy and Occupy the Disco

Performances by: 
Kevin Aviance, Macy Rodman, Aquaria, Neocamp, Dirty Martini and Julie Atlas Muz

Special thanks to: 
LELO HEX•À_ The Condom Re-Engineered and Perrier•À_ Sparkling Natural Mineral Water

The celebration continues after midnight:
After Party, Hosted by Susanne Bartsch
54 North 11th Street Brooklyn 11211
Midnight till Dawn

TICKETS:
HALLOWEEN BALL IS SOLD OUT.
AFTER PARTY PRE-SALE IS SOLD OUT.
LIMITED TICKETS TO AFTER PARTY WILL BE AVILABLE AT DOOR.",0,NIGHTLIFE

ART_EVENT,"Join us on October 23 for the opening of 'Mark Leckey: Containers and Their Drivers,' 'Projects 105: Cinthia Marcelle,' and 'Sascha Braunig: Shivers.' The museum will be free and open to the public, and a special VW Sunday Sessions performance and discussion will take place in the afternoon. 

3PM, Kunsthalle ‰ÛÒ Mark Leckey,  'BigBoxPS1Action'

4PM, the VW Dome ‰ÛÒ Conversation with Mark Leckey, Peter Eleey and Stuart Comer

Also opening: 'Projects 105: Cinthia Marcelle' and 'Sascha Braunig: Shivers.' 

For the opening of 'Mark Leckey: Containers and Their Drivers,' Leckey activates his Sound Systems (2001-12), a series of massive anthropomorphic speaker towers, in front of a live audience. In 2003, Leckey‰Ûªs first Sound System performance, 'BigBoxStatueAction' at Tate Britain, featured one of his speaker towers with Jacob Epstein‰Ûªs classic modernist sculpture, Jacob and the Angel (1940-41), blasting songs ranging from the Beach Boys‰Ûª ‰ÛÏOur Prayer‰Ûù to Throbbing Gristle‰Ûªs ‰ÛÏPersuasion.‰Ûù  In doing so Leckey contrasted Epstein‰Ûªs massive alabaster sculpture, inherently static, silent and invariable with the fleeting, continuously changing and invisible material that is sound. Far from a critique of sculpture, Leckey considers this acoustic set-up a different form of art appreciation: one that is intuitive and communal.

Following the performance, Leckey will speak with two of the exhibition‰Ûªs curators, Peter Eleey, Curator and Associate Director of Exhibitions and Programs, MoMA PS1, and Stuart Comer, Chief Curator, Department of Media and Performance Art, The Museum of Modern Art.",1,ART_EVENT

BOOK_EVENT,"Join ARTBOOK @ MoMA PS1 on October 14, 15, and 16 for the Third-Annual Stoop Sale. This outdoor event offers hundreds of books, magazines, DVDs, CDs, and vinyl records at deeply discounted prices - up to 75% off! 

The Third-Annual Stoop Sale will take place on the steps of the MoMA PS1 courtyard, and is free and open to the public. At the bottom of the steps will be $1 bargains; ascending the stairs will be the $5, $10 and $15 sections, with the higher-priced gems at the top of the stairs‰ÛÓstill deeply discounted. There will be a wide selection of artist monographs, museum and gallery catalogs, back-issues of magazines, children's books, artists' books, theory, literature and more. ARTBOOK @ MoMA PS1 will be continually refreshing stock, so there will be a constantly varied and interesting selection throughout the weekend.",1,BOOK_EVENT

FUNDRAISER,"Get schooled as MoMA PS1's returns to its origins as a public school with a one-night-only event organized by artist Ryan McNamara. Across MoMA PS1's entirely empty galleries, artists will assume the stereotypical roles of moony art teachers, intimidating PE coaches, goths, jocks, and cheerleaders ‰ÛÓ but their activities will be anything but typical.

Roam the hallways to enjoy participatory performance works, an open bar, and nostalgic childhood snacks, culminating with an epic dance party in the gymnasium.

Featuring performances, lectures, installations and other activations by Morgan Bassichis, Claire Bishop, Nikki Columbus, FlucT, Nelly Furtado, Jessica Mitrani, Sam Roeck, Jacolby Satterwhite, Justin Strauss, and more.

7pm to 10pm - Class is in session
10pm to Midnight - Pep Rally

TICKETS - $125
Benefiting MoMA PS1‰Ûªs Annual Exhibition Fund",1,FUNDRAISER

MUSIC_EVENT,"LINEUP

Stretch Armstrong & Bobbito / New York, NY
DJ Paypal / Teklife + Brainfeeder + LuckyMe / Berlin, Germany
A Boogie Wit Da Hoodie / Highbridge the Label / Bronx, NY
Elysia Crampton / Break World / Sacramento, CA + Bolivia
Ash Koosha / Ninja Tune / London, UK

+ Artist to be announced

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.

Take Lyft to Warm Up with special discounts available for attendees:
$20 off 1 ride for NEW users - CODE: PS1WARMUP
10% off 1 ride for EXISTING users - CODE: PS1WARMUP10",1,MUSIC_EVENT

ART_EVENT,"MoMA PS1 opens its doors for a late-night celebration of our soon-to-close summer exhibitions. One of the city's most anticipated art events, Night at the Museum will feature special programming organized by artist Meriem Bennani, whose first solo museum show, FLY, is currently on view. Come join us for a festive summer evening and enjoy special access to exhibitions alongside delicious food and drinks by M. Wells.

Special programming organized by Meriem Bennani:
- Live Performance by the Innov Gnawa Band
- North African Mahgrebian DJ set by DJ /rupture
- Screening program organized by Curse of Cherifa
- Courtyard installation by Maryam Hoseini
- Courtyard installation by Tom Kneller

Last chance to see:
VITO ACCONCI: WHERE WE ARE NOW (WHO ARE WE ANYWAY?), 1976
FORTY
Papo Colo
Meriem Bennani: FLY
Deng Tai: Shadow
Cao Fei
Rodney McMillian: Landscape Paintings
Projects 103: Thea Djordjadze

Hosted by:
Sheikha Hoor Al-Qasimi
Sarah Arison
Korakrit Arunanondchai
John Baldessari
Kevin Beasley
Meriem Bennani
Huma Bhabha
Klaus Biesenbach
Angela Chao
John Cheim
John Comfort
Sharon Coplan Hurowitz
Paula Crown
Alan Cumming
Clarissa Dalrymple
Lonti Ebers
Peter Eleey
Lex Fenwick
Lizzie Fitch
Glenn and Amanda Fuhrman
Angela Goding
Danny Goldberg
Carol Greene
Agnes Gund
Susan Hayden
Alanna Heiss
Jonathan Horowitz
Sharon Hurowitz
Spike Jonze
Jenni Kim
Molly Kurzius
Sydie Lansing
Kiki Liu
Ryan McNamara
Jennifer McSweeney
Julie Mehretu
Thurston Moore
Simon Mordant
Laurel Nakadate
Diana Picasso
Susan and David Rockefeller
Anastasia Rogers
Jeanne Greenberg Rohatyn
Lisa Roumell
Cindy Sherman
Laurie Simmons
Alexander SkarsgÌ´rd
Julia Stoschek
Beth Swofford
Dayana Tamendaroba
Ellen and Bill Taubman
Mickalene Thomas
John L Thomson
Ryan Trecartin
Svetlana Uspenskaya
Enzo Viscusi
Benita von Maltzahn
Dasha Zhukova
M Wells",1,ART_EVENT

MUSIC_EVENT,"LINEUP

Joy Orbison + Ben UFO / Hinge Finger + Hessle Audio / London, UK
Hot Chip (DJ Set) / Domino / UK
Marcus Marr / DFA Records / London, UK
Powell, Russell Haswell, Not Waving / Diagonal + XL Recordings / London, UK

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.

Take Lyft to Warm Up with special discounts available for attendees:
$20 off 1 ride for NEW users - CODE: PS1WARMUP
10% off 1 ride for EXISTING users - CODE: PS1WARMUP10",1,MUSIC_EVENT

MUSIC_EVENT,"LINEUP

Special Request / XL Recordings / London, UK
Doc Scott / 31 Records + Metalheadz / Coventry, UK
Mumdance b2b Logos / XL Recordings + Different Circles / London, UK
SADAF / Hoss Records / New York, NY
SHYBOI / Discwoman + KUNQ / Brooklyn, NY


MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",1,MUSIC_EVENT

MUSIC_EVENT,"LINEUP

Swizzymack / Mad Decent / Philadelphia, PA
Lil Durk / Def Jam Recordings, OTF / Chicago, IL
TT The Artist (LIVE) / Baltimore, MD
DJ Class / Baltimore, MD
DJ Tameil / Brick Bandits + Unruly Records / Newark, NJ
DJ Jayhood / Badink Entertainment / Newark, NJ

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.

Take Lyft to Warm Up with special discounts available for attendees:
$20 off 1 ride for NEW users - CODE: PS1WARMUP
10% off 1 ride for EXISTING users - CODE: PS1WARMUP10",1,MUSIC_EVENT

MUSIC_EVENT,"LINEUP

Maya Jane Coles / I/AM/ME / London, UK
Jay Daniel / Wild Oats + Watusi High / Detroit, MI
Joey Anderson / Inimeg + Dekmantel / Jersey City, NJ
Palmbomen II / NON Records + Beats in Space Records + 1080p / Los Angeles, CA
Ohal / Styles Upon Styles / Brooklyn, NY

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.

Take Lyft to Warm Up with special discounts available for attendees:
$20 off 1 ride for NEW users - CODE: PS1WARMUP
10% off 1 ride for EXISTING users - CODE: PS1WARMUP10",1,MUSIC_EVENT

MUSIC_EVENT,"LINEUP

Branko / Enchufada + RBMA / Lisbon, Portugal
Kamaiyah (LIVE) / Oakland, CA
Maluca Mala (LIVE) / New York, NY
IMAABS / N.A.A.F.I / Santiago, Chile
Endgame / Bala Club + PTP / London, UK

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",1,MUSIC_EVENT

MUSIC_EVENT,"LINEUP

Clams Casino / Columbia + Deviation / New Jersey
DBM (Deadboy + Murlo) / Mixpak + Local Action / London, UK
AJ Tracey (LIVE) / London, UK
Nina Las Vegas / NLV / Sydney, Australia
Eartheater / Hausu Mountain / Queens, NY

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",1,MUSIC_EVENT

MUSIC_EVENT,"LINEUP

Brodinski / Bromance / Paris, France
Louisahhh / Bromance / Paris, France
Virgil Abloh / Bromance / Chicago, IL
Remy Banks / World's Fair / Queens, NY
Juliana Huxtable / House of LaDosha / New York, NY
Celestial Trax feat. Roosevelt Rozay Labeija / Rinse + PTP / New York, NY

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",1,MUSIC_EVENT

ART_EVENT,"MoMA PS1 presents Rockaway!, a site-specific outdoor installation by artist Katharina Grosse. Reflecting the bold colors of sunset in the Rockaways, Grosse has transformed Fort Tilden's decaying aquatics building into a monumental and sublime artwork using a specialized technique of spraying brightly colored paint directly onto the structure. 

Grosse‰Ûªs installation serves as a final celebration and memorialization of this iconic building, which was rendered structurally unsound by Hurricane Sandy in 2013 and is set to be demolished in late 2016.

DIRECTIONS

On Google Maps, the exact coordinates of the project can be found here: 
40.561615, -73.884314

Driving: 
åá  Take the Belt Parkway to Exit 11S (Flatbush Avenue)
åá  Follow Flatbush Avenue south to the Marine Parkway Bridge
åá  Cross the bridge then go west- towards Fort Tilden, Breezy Point

Fort Tilden Gateway National Recreation Area is across from Riis Landing Ferry Dock. The main entrance to Fort Tilden is on Rockaway Point Boulevard - just past Beach 169th street.


Public Transportation
Subway:
åá  Take the #2 (also #5 at rush hours) to Flatbush Avenue.
åá  Alternate: Take the A or S to Rockaway Park / Beach 116th Street.
Bus:
åá  Take Q35 bus from either stop, or the Q22 from Beach 116th Street.
åá  Connect with the Q35 bus on Flatbush Avenue.
åá  After the bridge, ask driver to let you off at Ft. Tilden
åá  Alternate: Q21 or Q53 to Beach 116th Street, then Q22 or Q35

Lyft has generously provided the below discount codes to help everyone get out to Fort Tilden on July 3rd:
For new users - $20 off first ride code: PS1ROCKAWAY
For existing users - 10% off 1 ride code: PS1ROCKAWAY10",1,ART_EVENT

MUSIC_EVENT,"LINEUP

Theo Parrish / Sound Signature / Detroit, MI
DJ STINGRAY / 313 / Detroit, MI
Lena Willikens / CÌ_meme + Salon Des Amateurs / Cologne, Germany
Kiki Kudo / Zero Balance / Tokyo, Japan

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",1,MUSIC_EVENT

MUSIC_EVENT,"LINEUP

Skrillex / OWSLA  / Los Angeles, CA 
Cartel Nation / Cartel Nation / Newark, NJ
D.R.A.M. (LIVE) / Island, Atlantic Records / Hampton, VA
DJ Burn One / The Five Points Bakery / Atlanta, GA
Ya Boy Big Choo & Da Crew / GameOva Music / New Orleans, LA

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",1,MUSIC_EVENT

ART_EVENT,"Join us for this free open house event celebrating the 40th Anniversary of MoMA PS1 and the opening of:
 
VITO ACCONCI: WHERE WE ARE NOW (WHO ARE WE ANYWAY?), 1976
