neighborhood,time of event,event description,art event indicator
Central Bronx,2016-08-28T13:05:00-0400,"Please note that the backstop netting behind home plate is located between the inside of the Yankees dugout and the inside of the visitors dugout. The height of the backstop netting is reduced as it approaches each dugout.



If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience.



Ticket holder assumes all risk of injury from balls and bats entering the stands.  For more information on which seating sections have netting or screening in front of them, please visit yankees.com/netting.",0
Central Bronx,2016-08-27T13:05:00-0400,"Please note that the backstop netting behind home plate is located between the inside of the Yankees dugout and the inside of the visitors dugout. The height of the backstop netting is reduced as it approaches each dugout.



If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience.



Ticket holder assumes all risk of injury from balls and bats entering the stands.  For more information on which seating sections have netting or screening in front of them, please visit yankees.com/netting.",0
Central Bronx,2016-08-26T19:05:00-0400,"Please note that the backstop netting behind home plate is located between the inside of the Yankees dugout and the inside of the visitors dugout. The height of the backstop netting is reduced as it approaches each dugout.



If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience.



Ticket holder assumes all risk of injury from balls and bats entering the stands.  For more information on which seating sections have netting or screening in front of them, please visit yankees.com/netting.",0
Central Bronx,2016-11-29T12:00:00-0500,"On November 29, members of the CUNY community will join together for an extraordinary day of giving back. #CUNYTUESDAY #helpabroncograduate, a 24-hour giving campaign, is a chance for CUNY Alum everywhere to come together to show pride in their alma mater, and provide essential funding to support students and shape the college. Mark your calendar and make your gift on 11.29.16 at cunytuesday.org. 24 Colleges. 24 Hours. 1 CUNY.",1
Central Bronx,2016-11-12T10:00:00-0500,"Discover your future at Bronx Community College! With over 35 academic programs to choose from, students are prepared for careers and to continue their education at four-year colleges in a wide range of associate degree and certificate programs.
Learn more about Admissions, Financial Aid and all of our featured programs at the Information Session.

Accounting 
Automotive Technology 
Criminal Justice 
Graphic Design 
Health 
Management 
Marketing 
Media and Digital Film Production 
Nursing 
Paralegal Studies
Physical Education 
and Recreation  
Political Science  
Radiology",1
Central Bronx,2016-11-03T14:15:00-0400,"The Students, Faculty and Staff of Bronx Community College 
cordially invite you to 
the Ribbon Cutting Ceremony for Our Newly Renovated Quad  and to celebrate ""November is CUNY Month""
 
Thursday, November 3, 2016
12:15- 1:15 PM
Roscoe Brown Student Center [BC] (front patio)
 
Refreshments will be served.
 
For questions and to RSVP please contact Carmen Vasquez at carmen.vasquez@bcc.cuny.edu",0
Central Bronx,2016-10-16T12:00:00-0400,"On Sunday, October 16, 2016 from 12pm - 4pm, Bronx Community College (BCC) the only community college in the United States with national landmark designated buildings will host an Architecture & Arts Festival to introduce the public to the beauty and history of its campus and to showcase local artists from across New York City.

During this special event, BCC will be an Open House New York location as part of the City's five borough celebration of architecture and design. In conjunction with Open House New York, BCC's Architecture & Arts Festival will feature:

Û¢Tours of BCC's campus, including the Stanford White designed Gould Memorial Library and the Hall of Fame of Great Americans and buildings by Marcel Breuer

Û¢Demonstrations from local arts organizations including dance, music, physical works of art, and performance art

Û¢ BCC student showcases and art exhibits

Û¢ Taste of the Bronx

This event is free and open to the public.

Please register at www.bcc.cuny.edu/ArchFest

We hope you can join us!

For inquires, please call 718.289.5973.",1
Central Bronx,2016-10-07T08:30:00-0400,"THE CITY UNIVERSITY OF NEW YORK
BLACK MALE INITIATIVE 
11th ANNUAL CONFERENCE

The Power of Words: Black & Latino Voices of Change

Morning Keynote Lecture and Film Screening:
Wes Moore, Author of ÛÏThe Other Wes MooreÛ and Producer of All the Difference 

Afternoon Keynote Lecture: 
Christopher Emdin, Associate Professor, Department of Mathematics, Science and Technology at Teachers College, Columbia University and Author of ÛÏFor White Folks Who Teach in the Hood: Reality Pedagogy and Urban EducationÛ 


EARLY AFTERNOON PANEL DISCUSSIONS:

- Started from the Bottom Now YouÛªre Here: High School to College

- From Incarceration to Education: Creating Pipelines

- Back- to-Back: Moving from HSE to College

- All the Difference: Facilitators College Bound Guide

- Going to College is on Fleek


LATE AFTERNOON PANEL DISCUSSIONS

- Mentoring: Building a Network

- Change Agents for a Second Chance: Re-entering the Classroom

- Game Changers: HSE as the New School Reform

- Undocumented and Unafraid: Achieving the American Dream 

- Love, Hip HopÛ_.and Education!

Location
Bronx Community College, The City University of New York 
2155 University Avenue, Bronx, New York 10453
Friday, October 7, 2015, 8:30 am to 7:00 pm

As space is limited, please register online as soon as possible at: http://www.cuny.edu/bmi

For directions, please visit: www.bcc.cuny.edu/directions or call 718-289-5100

CUNY Black Male Initiative programs are open to all academically eligible students, faculty and staff without regard to race, gender, national origin or other characteristic.",1
Central Bronx,2016-09-28T12:00:00-0400,"THE ART OF THE LATINIDAD

The Works of Revered Playwright Carmen Rivera
North Hall and Library, Law Room | 2-3:30 p.m.

Carmen Rivera is the author of such critically acclaimed dramas as The Downfall of Rafael Trujillo, La Lupe: My Life, My Destiny, Celia: the Life and Music of Celia Cruz, and Julia de Burgos: Child of Water. Her OBIE-Award winning play La Gringa just celebrated its 20th year anniversary at Repertorio EspaÌ±ol and is now the longest running Spanish language play in Off-Broadway history. The month will feature a reading from one of her plays and an appearance by the playwright herself, when she will discuss her work with BCC scholar and writer Dr. Grisel Y. Acosta and take questions from the audience. 

Additionally, a cross-campus exhibit featuring never-before-seen promotional posters, Playbills, set designs and early drafts of RiveraÛªs plays will be on display for the entire month.

Other highlights of BCCÛªs celebration of Hispanic Heritage Month include:

A presentation of the documentary Cities of Light: The Rise and Fall of Islamic Spain on Thursday, September 15, 2016 from 12:00 to 1:45 p.m. in Room 203 of Colston Hall.

A screening of the documentary La Lupe Queen of Latin Soul, about the trailblazing gay Hispanic icon (which like Cities of Light is being presented by BCCÛªs Rainbow Alliance). Thursday, September 22, 2016 from 12:00 to 1:30 p.m. in Colston Hall, Room 203.

An exhibit by visual artists Patricia Cazorla and Nancy Saleme displayed across campus

A dance workshop led by BCC Professor Kelvin Cooper 

A poetry reading featuring the work of established authors and BCC students

All events are free and open to the public. For further information, please contact Dr. Ahmed Reid at ahmed.reid@bcc.cuny.edu and 718.289.5025 or Dr. Prithi Kanakamedala at prathibha.kanakamedala@bcc.cuny.edu and 718.289.5299.",1
Central Bronx,2016-09-22T12:00:00-0400,"A screening of the documentary 
La Lupe Queen of Latin Soul, 
about the trailblazing gay Hispanic icon 
(which like Cities of Light is being presented by BCCÛªs Rainbow Alliance). 
Thursday, September 22, 2016 
2:00 to 1:30 p.m.
Colston Hall, Room 203.

Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢Û¢

Hispanic Heritage Month Returns to BCC

Playwright Carmen Rivera
Playwright Carmen Rivera
ÛÏArts in the Latino CommunityÛ Focus Features 
The Works of Revered Playwright Carmen Rivera

JULY 27, 2016 ÛÓ Hispanic Heritage Month, the annual national celebration of Latino history and culture, runs from September 15 to October 15 ÛÓ and this year Bronx Community College marks the occasion with a variety of events focused on ÛÏThe Art of the Latinidad: Playwright Carmen Rivera and the Role of the Arts in the Latino/a Community.Û

Carmen Rivera is the author of such critically acclaimed dramas as The Downfall of Rafael Trujillo, La Lupe: My Life, My Destiny, Celia: the Life and Music of Celia Cruz, and Julia de Burgos: Child of Water. Her OBIE-Award winning play La Gringa just celebrated its 20th year anniversary at Repertorio EspaÌ±ol and is now the longest running Spanish language play in Off-Broadway history. The month will feature a reading from one of her plays and an appearance by the playwright herself, when she will discuss her work with BCC scholar and writer Dr. Grisel Y. Acosta and take questions from the audience. This special event will take place Wednesday, September 28 from 2:00 to 3:30 p.m. in the Law Room of North Hall and Library.

Additionally, a cross-campus exhibit featuring never-before-seen promotional posters, Playbills, set designs and early drafts of RiveraÛªs plays will be on display for the entire month.

Other highlights of BCCÛªs celebration of Hispanic Heritage Month include:

A presentation of the documentary Cities of Light: The Rise and Fall of Islamic Spain on Thursday, September 15, 2016 from 12:00 to 1:45 p.m. in Room 203 of Colston Hall.

A screening of the documentary La Lupe Queen of Latin Soul, about the trailblazing gay Hispanic icon (which like Cities of Light is being presented by BCCÛªs Rainbow Alliance). Thursday, September 22, 2016 from 12:00 to 1:30 p.m. in Colston Hall, Room 203.

An exhibit by visual artists Patricia Cazorla and Nancy Saleme displayed across campus

A dance workshop led by BCC Professor Kelvin Cooper 

A poetry reading featuring the work of established authors and BCC students

All events are free and open to the public. For further information, please contact Dr. Ahmed Reid at ahmed.reid@bcc.cuny.edu and 718.289.5025 or Dr. Prithi Kanakamedala at prathibha.kanakamedala@bcc.cuny.edu and 718.289.5299.",1
